0	1.0399916800665594	0.0	0.0	0.0
1	0.9565923472612219	0.0	0.0	0.0
2	2.032783737730098	0.0	0.0	0.0
5	7.651338789289686	0.0	0.0	0.0
6	6.163950688394493	0.0	0.0	0.0
10	0.9417924656602747	0.0	0.0	0.0
16	0.2113983088135295	0.0	0.0	0.0
17	0.01679986560107519	0.0	0.0	0.0
18	7.423540611675107	0.0	0.0	0.0
19	0.2113983088135295	0.0	0.0	0.0
20	0.26499788001695984	0.0	0.0	0.0
22	0.034799721602227184	0.0	0.0	0.0
25	0.023999808001535988	0.0	0.0	0.0
26	1.3557891536867706	0.0	0.0	0.0
27	1.4881880944952441	0.0	0.0	0.0
28	0.26539787681698546	0.0	0.0	0.0
30	3.407372741018072	0.0	0.0	0.0
31	0.01799985600115199	0.0	0.0	0.0
33	0.07199942400460796	0.0	0.0	0.0
34	3.999968000255998E-4	0.0	0.0	0.0
35	9.999920000639995E-4	0.0	0.0	0.0
36	7.627338981288149	0.0	0.0	0.0
37	18.155054759561924	0.0	0.0	0.0
39	3.3347733218134255	0.0	0.0	0.0
43	0.007599939200486397	0.0	0.0	0.0
44	1.703186374509004	0.0	0.0	0.0
45	2.5243798049615602	0.0	0.0	0.0
47	3.5339717282261742	0.0	0.0	0.0
48	0.02039983680130559	0.0	0.0	0.0
49	6.356349149206807	0.0	0.0	0.0
50	18.08845529235766	0.0	0.0	0.0
51	6.078351373189014	0.0	0.0	0.0
52	0.07919936640506876	0.0	0.0	0.0
53	0.2089983280133759	0.0	0.0	0.0
54	7.108943128454972	0.0	0.0	0.0
55	5.08155934752522	0.0	0.0	0.0
58	2.55077959376325	0.0	0.0	0.0
59	0.04919960640314878	0.0	0.0	0.0
60	0.0011999904000767993	0.0	0.0	0.0
61	0.014399884800921593	0.0	0.0	0.0
62	0.047999616003071975	0.0	0.0	0.0
64	0.09899920800633595	0.0	0.0	0.0
65	0.01979984160126719	0.0	0.0	0.0
68	0.0035999712002303982	0.0	0.0	0.0
69	0.05879952960376317	0.0	0.0	0.0
70	1.0309917520659835	0.0	0.0	0.0
71	1.1641906864745082	0.0	0.0	0.0
72	0.06719946240430076	0.0	0.0	0.0
73	0.11879904960760314	0.0	0.0	0.0
74	0.1571987424100607	0.0	0.0	0.0
75	0.2275981792145663	0.0	0.0	0.0
77	0.5669954640362878	0.0	0.0	0.0
78	0.04139966880264958	0.0	0.0	0.0
81	0.032399740802073584	0.0	0.0	0.0
83	0.05759953920368637	0.0	0.0	0.0
84	0.026399788801689587	0.0	0.0	0.0
88	0.24379804961560309	0.0	0.0	0.0
89	0.32839737282101744	0.0	0.0	0.0
91	0.05159958720330238	0.0	0.0	0.0
95	0.5535955712354301	0.0	0.0	0.0
97	1.741986064111487	0.0	0.0	0.0
99	0.04199966400268798	0.0	0.0	0.0
101	0.04079967360261118	0.0	0.0	0.0
102	0.2979976160190719	0.0	0.0	0.0
104	0.008399932800537595	0.0	0.0	0.0
106	0.0041999664002687976	0.0	0.0	0.0
107	0.05999952000383997	0.0	0.0	0.0
108	2.551979584163327	0.0	0.0	0.0
109	0.004799961600307197	0.0	0.0	0.0
110	0.10379916960664315	0.0	0.0	0.0
111	2.5741794065647476	0.0	0.0	0.0
115	0.9967920256637947	0.0	0.0	0.0
116	0.6971944224446205	0.0	0.0	0.0
125	0.17759857921136632	0.0	0.0	0.0
134	0.7187942496460028	0.0	0.0	0.0
135	2.3221814225486197	0.0	0.0	0.0
136	2.3245814033487733	0.0	0.0	0.0
138	4.646762825897393	0.0	0.0	0.0
140	0.008399932800537595	0.0	0.0	0.0
143	4.65516275869793	0.0	0.0	0.0
146	0.008399932800537595	0.0	0.0	0.0
147	2.328781369749042	0.0	0.0	0.0
154	0.8653930768553851	0.0	0.0	0.0
155	0.8713930288557692	0.0	0.0	0.0
157	2.556779545763634	0.0	0.0	0.0
164	1.711986304109567	0.0	0.0	0.0
173	1.0113919088647292	0.0	0.0	0.0
174	0.9429924560603515	0.0	0.0	0.0
176	0.11859905120759034	0.0	0.0	0.0
178	0.5055959552323581	0.0	0.0	0.0
180	1.329389364885081	0.0	0.0	0.0
183	0.032999736002111986	0.0	0.0	0.0
185	0.05879952960376317	0.0	0.0	0.0
186	0.05879952960376317	0.0	0.0	0.0
188	1.362389100887193	0.0	0.0	0.0
189	0.05879952960376317	0.0	0.0	0.0
190	0.05879952960376317	0.0	0.0	0.0
192	0.7109943120455037	0.0	0.0	0.0
193	1.3035895712834298	0.0	0.0	0.0
195	0.009599923200614395	0.0	0.0	0.0
196	0.047399620803033574	0.0	0.0	0.0
197	0.9961920304637563	0.0	0.0	0.0
199	0.07059943520451836	0.0	0.0	0.0
202	0.01799985600115199	0.0	0.0	0.0
203	0.05879952960376317	0.0	0.0	0.0
205	0.49539603683170536	0.0	0.0	0.0
208	0.004799961600307197	0.0	0.0	0.0
209	0.03659970720234238	0.0	0.0	0.0
210	0.03839969280245758	0.0	0.0	0.0
212	1.8135854913160694	0.0	0.0	0.0
213	1.8147854817161462	0.0	0.0	0.0
217	0.2553979568163455	0.0	0.0	0.0
219	0.31239750081999346	0.0	0.0	0.0
220	0.07439940480476157	0.0	0.0	0.0
222	0.9031927744578043	0.0	0.0	0.0
226	0.05999952000383997	0.0	0.0	0.0
228	0.029399764801881584	0.0	0.0	0.0
230	3.004575963392293	0.0	0.0	0.0
231	1.5177878576971384	0.0	0.0	0.0
238	0.05879952960376317	0.0	0.0	0.0
240	2.9511763905888753	0.0	0.0	0.0
241	0.07439940480476157	0.0	0.0	0.0
244	0.07439940480476157	0.0	0.0	0.0
246	2.9511763905888753	0.0	0.0	0.0
249	1.5121879024967801	0.0	0.0	0.0
254	2.9511763905888753	0.0	0.0	0.0
255	0.03179974560203518	0.0	0.0	0.0
256	1.793185654514764	0.0	0.0	0.0
257	1.7883856929144566	0.0	0.0	0.0
258	0.026999784001727985	0.0	0.0	0.0
261	0.9097927216582268	0.0	0.0	0.0
263	0.06299949600403197	0.0	0.0	0.0
268	0.023999808001535988	0.0	0.0	0.0
270	1.3605891152870777	0.0	0.0	0.0
272	0.05939952480380157	0.0	0.0	0.0
274	0.06179950560395517	0.0	0.0	0.0
277	0.7097943216454269	0.0	0.0	0.0
284	1.3581891344869241	0.0	0.0	0.0
289	1.8105855153158774	0.0	0.0	0.0
293	0.9049927600579195	0.0	0.0	0.0
295	1.7757857937136503	0.0	0.0	0.0
297	0.034799721602227184	0.0	0.0	0.0
